Congruent,Incongruent,,,,Congruent Data,,,,,,,,Mean Difference Calcs,,,,
12.079,19.278,14.051125,3.889277016,291.3876686,<-Sum,22.01591667,7.496187674,529.2704118,,,Comparison,,7.199,-0.761,0.579121,544.330991,
16.791,18.741,14.051125,7.506915016,24,<-Count,22.01591667,10.7250792,24,,,7.964791667,<- Mean Difference ,1.95,-6.01,36.1201,23.66656483,
9.564,21.214,14.051125,20.13429077,3.559357958,<-STD Congruent,22.01591667,0.6430703456,4.797057122,<-STD Incongruent,,4.864829373,<-S,11.65,3.69,13.6161,4.864829373,<-S
8.63,15.687,14.051125,29.38859627,14.051125,<-Mean,22.01591667,40.05518622,22.01591667,<-Mean,,24,<- n,7.057,-0.903,0.815409,0.9930291374,
14.669,22.803,14.051125,0.3817695156,N/A,<-Mode,22.01591667,0.6195001684,N/A,<-Mode,,23,<- df,8.134,0.174,0.030276,8.015877581,
12.238,20.878,14.051125,3.287422266,14.3565,<-Median,22.01591667,1.294854348,21.0175,<-Median,,0.05,<- alpha,8.64,0.68,0.4624,,
14.692,24.572,14.051125,0.4107207656,,,22.01591667,6.53356199,,,,1.714,<- t critical value,9.88,1.92,3.6864,,
8.987,17.394,14.051125,25.64536202,,,22.01591667,21.3621137,,,,0.9930291374,<-Sem,8.407,0.447,0.199809,,
9.401,20.762,14.051125,21.62366252,,,22.01591667,1.572307015,,,,8.020702884,<-t statistic,11.361,3.401,11.566801,,
14.48,26.282,14.051125,0.1839337656,,,22.01591667,18.19946698,,,,1.63721912,<- cohen's d,11.802,3.842,14.760964,,
22.328,24.524,14.051125,68.50665977,,,22.01591667,6.29048199,,,,0.0001,<- p,2.196,-5.764,33.223696,,
15.298,18.644,14.051125,1.554697266,,,22.01591667,11.36982203,,,for a 95% Confidence Interval,1.702051942,<- margin of error,3.346,-4.614,21.288996,,
15.073,17.51,14.051125,1.044228516,,,22.01591667,20.30328504,,,9.666843608,6.262739725,<- Confidence Interval,2.437,-5.523,30.503529,,
16.929,20.33,14.051125,8.282164516,,,22.01591667,2.842315018,,,,0.7366362197,<-r^2,3.401,-4.559,20.784481,,
18.2,35.255,14.051125,17.21316377,,,22.01591667,175.2733274,,,,,,17.055,9.095,82.719025,,
12.13,22.158,14.051125,3.690721266,,,22.01591667,0.02018767266,,,,,,10.028,2.068,4.276624,,
18.495,25.139,14.051125,19.74802502,,,22.01591667,9.753649486,,,,,,6.644,-1.316,1.731856,,
10.639,20.429,14.051125,11.64259702,,,22.01591667,2.518304518,,,,,,9.79,1.83,3.3489,,
11.344,17.425,14.051125,7.328525766,,,22.01591667,21.07651587,,,,,,6.081,-1.879,3.530641,,
12.369,34.288,14.051125,2.829544516,,,22.01591667,150.6040293,,,,,,21.919,13.959,194.853681,,
12.944,23.894,14.051125,1.225725766,,,22.01591667,3.527196994,,,,,,10.95,2.99,8.9401,,
14.233,17.96,14.051125,0.03307851562,,,22.01591667,16.45046003,,,,,,3.727,-4.233,17.918289,,
19.71,22.058,14.051125,32.02286627,,,22.01591667,0.001771006664,,,,,,2.348,-5.612,31.494544,,
16.004,21.157,14.051125,3.813720766,,,22.01591667,0.737737846,,,,,,5.153,-2.807,7.879249,,